model,perturbation method,source split,example_id,label,hypothesis,original premise,perturbed premise
rnn,adjrel,mismatched,8615,0,Newspaper and magazine editors do a poor job of properly hyphenating words.,"The headword is syllabified in W , not in L .  In older dictionaries the words are syllabified mainly to help in pronouncing them; latterly, syllabication has been used largely to find where a word can be hyphenated at the end of a line of text, though, judging by today's newspapers and magazines, one would be sore put to believe that a dictionary had ever been within the grasp of their editors, proofreaders, or the programmers who wrote the hyphenation programs for the automatic typesetting many of them now employ.","The headword is syllabified in W , not in L .  In dictionaries, which are older, the words are syllabified mainly to help in pronouncing them; latterly, syllabication has been used largely to find where a word can be hyphenated at the end of a line of text, though, judging by today's newspapers and magazines, one would be sore put to believe that a dictionary had ever been within the grasp of their editors, proofreaders, or the programmers who wrote the hyphenation programs for the automatic typesetting many of them now employ."
rnn,adjrel,mismatched,8752,0,I was in elementary school when the U.S. space program started. ,It was about the same time when all the space program was getting started off and I was in the first grade when the United States launched the first satellite and I was in the second grade when the first manned space capsule was sent up and because of what was going on at the time it was real interesting.,"It was about the time, which is same, when all the space program was getting started off and I was in the grade, which is first, when the United States launched the satellite, which is first, and I was in the grade, which is second, when the space capsule, which is first and manned, was sent up and because of what was going on at the time it was real interesting."
rnn,adjrel,mismatched,8868,0,Would the cold climate not bother you?,"It won't bother you, the cold weather and stuff?","It won't bother you, the weather, which is cold, and stuff?"
rnn,adjrel,mismatched,8892,0,The Visiting Artist Program brings great artists to free public lectures.,"Our students and the public are continuing to enjoy a number of special programs, such as the Visiting Artist Program, which draws about 10 nationally known artists who present free public slide lectures about their work, the Saturday School, now in its 70th year of providing art classes for junior and senior high school students every spring and fall, and the Pre-College Program, offering art classes for recently graduated high school students who are interested in careers in the arts.","Our students and the public are continuing to enjoy a number of programs, which are special, such as the Visiting Artist Program, which draws about 10 nationally artists, which are known, who present slide, which is public, lectures, which are free, about their work, the Saturday School, now in its year, which is 70th, of providing art classes for and senior school, which is high, students, who are junior, every spring and fall, and the Pre-College Program, offering art classes for recently school, which is high, students, who are graduated, who are interested in careers in the arts."
rnn,adjrel,mismatched,8894,0,The first business that he ever opened was a small construction firm out of New Jersey.,"In 1971, he opened is first business, a small New Jersey construction firm.","In 1971, he opened is business, which is first, a New Jersey construction firm, which is small."
rnn,adjrel,mismatched,8932,0,"After his untimely death, Bin Ladin was forced to replace his roles in the Shura and in supervising cells in East Africa.","He died in a ferryboat accident on Lake Victoria just a few days after Bin Ladin arrived in Jalalabad, leaving Bin Ladin with a need to replace him not only in the Shura but also as supervisor of the cells and prospective operations in East Africa.","He died in a ferryboat accident on Lake Victoria just a few days after Bin Ladin arrived in Jalalabad, leaving Bin Ladin with a need to replace him not only in the Shura but also as supervisor of the cells and operations, which are prospective, in East Africa."
rnn,adjrel,mismatched,9229,1,Children tend to follow the rules when playing pretend because they want rewards from their parents. ,"While pretending, Vygotsky explained, children repeatedly face confiicts between the rules of the make-believe situation and what they would do if they could act impulsively, and they usually decide in favor of the rules.","While pretending, Vygotsky explained, children repeatedly face confiicts between the rules of the make-situation, which is believe, and what they would do if they could act impulsively, and they usually decide in favor of the rules."
rnn,adjrel,mismatched,9514,0,My sisters seemed to like it.,My sisters seemed to get a good kick out of it.,"My sisters seemed to get a kick, which is good, out of it."
rnn,adjrel,mismatched,9609,0,You won't be receiving any more requests from the address at Cavanaugh Hall. ,"That is, this is the last such request that will be penned from the Cavanaugh Hall address.","That is, this is the request, which is last and such, that will be penned from the Cavanaugh Hall address."
rnn,adjrel,mismatched,9620,0,The bonded progenitor of Scottish kings will be eliminated by the black agents.,"Yes, Night will devour Day, but Macbeth's significant meaning here  under cover of darkness'in reckless defiance of weird authority'he will have his black agents eliminate the bonded progenitor of Scottish kings, along with his only progeny.","Yes, Night will devour Day, but Macbeth's meaning, which is significant, here  under cover of defiance, which is darkness'in and reckless, of authority'he, which is weird, will have his agents, who are black, eliminate the progenitor, which is bonded, of kings, which are Scottish, along with his progeny, which is only."
rnn,adjrel,mismatched,9627,1, Rusine should be added to the English words in order to make them pronounced correctly.,Rusine should be added to the supplement of English words ending in - ine (p.,"Rusine should be added to the supplement of words, which are English, ending in - ine (p."
rnn,adjrel,mismatched,10075,0,Fighter aircraft were authorized to engage the plane.,The Vice President authorized fighter aircraft to engage the inbound plane.,"The Vice President authorized fighter aircraft to engage the plane, which is inbound."
rnn,adjrel,mismatched,10351,1,The whole system may be bettered by careful planning on how to reconcile technology and sewing.,"Because introducing changes at any step may unbalance the system as a whole, technological innovations have not easily found their way into the sewing room'which may be out of sync with what an integrated retail-apparel-textile channel requires.","Because introducing changes at any step may unbalance the system as a , innovations, which are whole and technological, have not easily found their way into the sewing room'which may be out of sync with what an retail-apparel-textile channel, which is integrated, requires."
rnn,adjrel,mismatched,10434,1,My sisters seemed to like it when I got in trouble.,My sisters seemed to get a good kick out of it.,"My sisters seemed to get a kick, which is good, out of it."
rnn,adjrel,mismatched,10569,0,Sharing information about the market between channel players results in lower costs than simply reaching backward into markets.,Sharing information and current knowledge of the market across channel players achieves some of the same objectives'at lower cost'of formally reaching forward or backward into markets.,"Sharing information and knowledge, which is current, of the market across channel players achieves some of the objectives'at, which is same and lower, cost'of formally reaching forward or backward into markets."
rnn,adjrel,mismatched,10580,1,Private practice dental hygiene is more rewarding than in community settings.,"Dental hygiene is proving to be an exciting and rewarding career, both in private practice and community settings.","hygiene, which is Dental, is proving to be an and rewarding career, which is exciting, both in practice, which is private, and community settings."
rnn,adjrel,mismatched,10641,0,A person wrote some shit on the wall.,"But the power of words is such that I contend their impact is totally lost if not treated  somehow, there is a difference between  Someone had written shit on the wall  and  Some asshole had written shit on the wall : the writer of the former has more credibility; the writer of the latter was, very likely, the very asshole who had written shit on the wall.","But the power of words is such that I contend their impact is totally lost if not treated  somehow, there is a difference between  Someone had written shit on the wall  and  Some asshole had written shit on the wall : the writer of the former has credibility, which is more; the writer of the latter was, very likely, the asshole, which is very, who had written shit on the wall."
rnn,adjrel,mismatched,10683,0,Join us to watch the happy endings.,Please join with us to see that happy endings do continue.,"Please join with us to see that endings, which are happy, do continue."
rnn,adjrel,mismatched,10707,0,Using similar product data is commonly used as a forecast method.,"A common approach is to forecast  by analogy, using data for similar products that have been on the market previously.","A approach, which is common, is to forecast  by analogy, using data for products, which are similar, that have been on the market previously."
rnn,adjrel,mismatched,10798,0,We can easily purchase laptop computers that are greater than previous computers.,Today we can readily buy lap-top computers with data storage capacity far greater than that entire IBM factory could have offered.,"Today we can readily buy lap-top computers with data storage capacity, which is greater, far than that IBM factory, which is entire, could have offered."
rnn,adjrel,mismatched,10928,0,She screamed when I walked through the room and said good morning. ,"Well that window happened to be through her room, so I just kind of walked on through the room and she looked up at me and I said, Good morning, and she just screamed.","Well that window happened to be through her room, so I just kind of walked on through the room and she looked up at me and I said, morning, which is Good, and she just screamed."
rnn,adjrel,mismatched,11192,0,If you need something to ram the ball and patch down the barrel of a firearm you should use a ramrod.,ramrod A ramrod is a rod of wood or metal for ramming the ball and patch down the barrel of a muzzleloading firearm and setting them against the main powder charge.,"ramrod A ramrod is a rod of wood or metal for ramming the ball and patch down the barrel of a firearm, which is muzzleloading, and setting them against the powder charge, which is main."
rnn,adjrel,mismatched,11700,2,No transmissions happened at 9:32 at all.  ,"At 9:32, a third radio transmission came over the Keep remaining sitting.","At 9:32, a radio transmission, which is third, came over the Keep remaining sitting."
rnn,adjrel,mismatched,11969,1,"As you are already aware, this is a very important year for council fund raising as many costly programs are being added.","As you know, this is an extraordinary year for council fund raising.","As you know, this is an year, which is extraordinary, for council fund raising."
rnn,adjrel,mismatched,12117,0,"There are currently major changes going on around the country regarding dental education,","As you know, major changes in dental education are under way throughout the country.","As you know, changes, which are major, in education, which is dental, are under way throughout the country."
rnn,adjrel,mismatched,12137,0,People join the Pleasant Run program through many different channels. ,"They come into a Pleasant Run program... whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.","They come into a Pleasant Run program... whether it's for help, which is therapeutic, in their homes, which are own (which nurtures families, which are whole), through foster care families or in the surroundings, which are familial, of our homes, which are residential."
rnn,adjrel,mismatched,12207,0,Many admired people have supported our mission throughout the years.,"Over the years, a number of well-respected individuals have spoken out on behalf of our mission ...our service ...and our stewardship.","Over the years, a number of well-individuals, which are respected, have spoken out on behalf of our mission ...our service ...and our stewardship."
rnn,adjrel,mismatched,12214,0,Buck Rogers in the 25th Century existed in the 1920's.,"traces the word from an episode of the comic strip  Buck Rogers in the 25th Century  written by Philip Francis Nowlan in 1929-- Ahead of me was one of those golden dragon Mongols, with a deadly disintegrator ray.","traces the word from an episode of the strip, which is comic,  Buck Rogers in the Century, which is 25th,  written by Philip Francis Nowlan in 1929-- Ahead of me was one of those dragon Mongols, which is golden, with a disintegrator ray, which is deadly."
rnn,adjrel,mismatched,12224,2,I hated Bessie Smith,"I was, and still am, captivated by  Babies cry for liquor an' the birds sing bass,  and in the arrogance of my youth, I was certain that nobody else on the airfield either knew or cared who Bessie Smith was, nor would any other G.I. be enchanted by basso birds, so I turned thief.","I was, and still am, captivated by  Babies cry for liquor an' the birds sing bass,  and in the arrogance of my youth, I was certain that nobody else on the airfield either knew or cared who Bessie Smith was, nor would any G.I., which is other, be enchanted by basso birds, so I turned thief."
rnn,adjrel,mismatched,12229,1,The statue in question is in Brazil. ,"    To the best of our recollection, this may be the only instance in which the origin of an expression has been traced to a statue.","To the best of our recollection, this may be the instance, which is only, in which the origin of an expression has been traced to a statue."
rnn,adjrel,mismatched,12308,2,We stayed together until the present day.,"So anyway, so we, uh, got some response and, and kind of adjusted things, but after, uh, after a while we kind of went our separate ways.","So anyway, so we, uh, got some response and, and kind of things, which are adjusted, but after, uh, after a while we kind of went our ways, which are separate."
rnn,adjrel,mismatched,12443,0,Manuel Torres is an Andalusian artist.,"He quotes an Andalusian artist, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has black sounds has duende ').","He quotes an artist, which is Andalusian, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has sounds, which are black, has duende ')."
rnn,adjrel,mismatched,12648,0,Not so easy to solve,Tough question.,"question, which is Tough."
rnn,adjrel,mismatched,12701,0,"After nine o'clock, the Boston Center relayed the discovery to NEADS.","At 9:36, the FAA's Boston Center called NEADS and relayed the discovery about an unidentified aircraft closing in on Latest report.","At 9:36, the FAA's Boston Center called NEADS and relayed the discovery about an aircraft, which is unidentified, closing in on report, which is Latest."
rnn,adjrel,mismatched,13374,0,This infrastructure of information allowed Penney's major vendors access to sales data.,This information infrastructure proved most beneficial when it gave Penney's major vendors access to sales data via direct broadcast satellite.,"This information infrastructure proved most beneficial when it gave Penney's vendors access, which is major, to sales data via broadcast satellite, which is direct."
rnn,adjrel,mismatched,13401,0,Private citizens fund thirty-one scholarships for students each year.,Thirty-one privately-funded scholarships totaling $82.000 awarded to students annually,"Thirty-one privately-scholarships, which are funded, totaling $82.000 awarded to students annually"
rnn,adjrel,mismatched,13807,0,Many people learned useful skills but were stuck in economies that were not creating needed jobs.,Far more acquired valuable skills but lived in stagnant economies that could not generate satisfying jobs.,"Far more acquired skills, which are valuable, but lived in economies, which are stagnant, that could not generate jobs, which are satisfying."
rnn,adjrel,mismatched,13813,0,"The more pieces in a marker, then the more effort is needed in order to make an efficient marker for a specific width.","The more pieces in a marker, the more effort required to make an efficient marker of a given width.","The pieces, which are more, in a marker, the effort, which is more, required to make an marker, which is efficient, of a width, which is given."
rnn,adjrel,mismatched,13906,0,It's hard to make any sort of connection between the author's life and their work. ,It is difficult to make any sensible connection between the lives of authors and their creations.,"It is difficult to make any connection, which is sensible, between the lives of authors and their creations."
rnn,adjrel,mismatched,14118,0,Sewing a bundle of items of one color means the bobbin and thread have to be changed.,"This means that after sewing a bundle of items of one color, an operator must not only change the needle thread but also put in a new bobbin for each new color of fabric.","This means that after sewing a bundle of items of one color, an operator must not only change the needle thread but also put in a bobbin, which is new, for each color, which is new, of fabric."
rnn,adjrel,mismatched,14640,1,"Join me and try to contribute at least 2,000 dollars to the Annual Campaign.",Please join me in making a generous contribution to this year's Annual Campaign.,"Please join me in making a contribution, which is generous, to this year's Annual Campaign."
rnn,adjrel,mismatched,14661,0,When an infant is attached to their caregiver they actively seek contact and comfort from them. ,"Securely attached infants actively seek contact with and are easily consoled by their familiar, responsive caregiver.","Securely infants, which are attached, actively seek contact with and are easily consoled by their , caregiver, which is familiar and responsive."
rnn,adjrel,mismatched,14972,0,The organization wants to fund three new projects.,"Concurrently, we are undertaking three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S.","Concurrently, we are undertaking three program, which is new,  an program, which is undergraduate, in engineering, which is civil, with an emphasis on the environment; an program, which is undergraduate, in engineering, which is industrial, with a focus on manufacturing; and graduate programs leading to the M.S."
rnn,passive,matched,23,0,I will hang him.,"On my honour, I will hang him as high as Haman!""","Him was hanged by I"""
rnn,passive,matched,136,0,The H-2A worker is being forced to leave the country.,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The country was departed by the H-2A worker.
rnn,passive,matched,151,0,Agency officials need to identify the components that helped their employees improve their performances.,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials was asked by we.
rnn,passive,matched,152,0,HCFA didn't identify any other executive order.,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.",Any other statute or executive order imposing procedural requirements relevant to the rule was identified by HCFA.
rnn,passive,matched,352,0,The rates could go up by 13 during a Postal Service increase.,Postal Service could increase those same rates by at least 13.,Those same rates was increased by Postal Service.
rnn,passive,matched,634,0,The people will be approaching from the south.,We know they will have to come from the south but that gives them a space as wide as the town in which to launch their attack.,A space as wide as the town in which to launch their attack was given by that.
rnn,passive,matched,764,0,The proposed rule was changed after AMS saw the comments.,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000.",The proposed rule was changed by AMS.
rnn,passive,matched,1084,0,Barnam puffed out his chest when Jon looked at him.,"As Jon looked at him, Barnam puffed out his chest.",His chest was puffed by Barnam.
rnn,passive,matched,1088,0,Co-requesters cannot approve more co-requesters.,"However, co-requesters cannot approve additional co-requesters or restrict the timing of the release of the product after it is issued.",Requesters was approved by requesters.
rnn,passive,matched,1137,1,"Baseball should be about the sport, not advertisements.","Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.","The ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball was disguised by Improvements in architecture , regaining intimate space and scale and all the rest."
rnn,passive,matched,1293,1,I've got two more weeks to decided if I wanna keep it or return it., Two more weeks with my cute TV satellite dish have increased my appreciation of it.,My appreciation of it was increased by   Two more weeks with my cute TV satellite dish.
rnn,passive,matched,1322,0,Fantastic birds and butterflies can be seen being made of paper in the kampung workshops.,"In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong, flexible bamboo frames.",Fantastic birds and butterflies being made of paper was watched by you.
rnn,passive,matched,1422,0,She opened her eyes. ,Finally the woman opened her eyes feebly.,Her eyes was opened by the woman.
rnn,passive,matched,1613,0,That worked for me when I did it throughout college,yeah i know and i did that all through college and it worked too,That was done by i.
rnn,passive,matched,1979,0,At a later date the company informed us they canceled the program.,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,Us was told by the company.
rnn,passive,matched,2320,0,I'm going to try because you can see and touch the oil filters right there.,at least i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there,It was touched by you.
rnn,passive,matched,2521,0,Disbursement of pay must be facilitated by reporting information to the home agency.,It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.,The information to the employee's home agency was reported by It.
rnn,passive,matched,2817,1,Annette told me you escaped through the window. ,Annette told me how you'd escaped.,Me was told by Annette.
rnn,passive,matched,3188,0,"Along side the road leading to the entrance, you will pass fields of tomatoes.","As the road climbs toward the entrance, you'll pass fields full of Santorini's famed tomatoes growing on the steep slopes.",Fields full of Santorini's famed tomatoes growing on the steep slopes was passed by you.
rnn,passive,matched,3220,1,They were in awe of the healing ability of his body.,"His fantastic body could heal itself against whatever they did to him, and his mind refused to accept the torture supinely.",Itself was healed by His fantastic body.
rnn,passive,matched,3276,0,The paper did not explain that.,Because the paper did not say that.,That was said by the paper.
rnn,passive,matched,3604,2,The Self-Inspection process has no other purpose than to hurt legitimacy of cases.,"The purpose of the Self-Inspection process was to provide programs a means to verify, by reviewing a sample of cases, that their 1999 CSR data satisfies LSC's standards for accuracy.",LSC's standards for accuracy was satisfied by their 1999 CSR data.
rnn,passive,matched,4139,2,The analysis is done on simplistic computers ,This step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere.,Complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere was employed by this step of the analysis.
rnn,passive,matched,4263,0,There was one thing that I had been worried about. ,"One thing was worrying me dreadfully, but my heart gave a great throb of relief when I saw my ulster lying carelessly over the back of a chair.",Me was worried by One thing.
rnn,passive,matched,4614,2,The vandals only stole the stones on onyx.,"Sadly, vandals removed all the tomb's spectacular treasures, but they did leave the gentle beauty of rose and poppies in rich inlaid stones of onyx, green chrysolite, carnelian, and variegated agate.",All the tomb's spectacular treasures was removed by vandals.
rnn,passive,matched,5195,0,He lightly pressed blood from a pain onto the carcass.,"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.",The carcass was dabbed by he.
rnn,passive,matched,5600,0,I am unable to jump since of the pain.,i can't do any jumping up and down because it makes it hurt,Any jumping up and down was done by i.
rnn,passive,matched,5892,0,They can't defend themselves.,you know they can't really defend themselves like somebody grown uh say my age you know yeah,Themselves was defended by they.
rnn,passive,matched,6178,0,We don't want to use chemicals on our lawn,no chemicals and plus then you can use it as a fertilizer and not have to worry about spreading those chemicals like on your lawn or your bushes or whatever,It was used by you.
rnn,passive,matched,6231,1,I guess it gets sunlight sometimes.,it gets it,It was got by it.
rnn,passive,matched,6340,0,British magazines interviewed Kate Winslet a lot.,"Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.","A huge number with actress Kate Winslet, the star of Titanic , was published by British magazines."
rnn,passive,matched,6371,0,On his Birthday Strom Thurmond announced his retirement from the Senate Armed Services Committee in one year.,"Strom Thurmond , R-S.C., celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now.","His 95 th birthday was celebrated by Strom Thurmond , R - S.C. ,."
rnn,passive,matched,6634,1,Accuracy and speed are the first measurements listed on the scorecard.,"Its scorecard included measures for accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction.","Measures for accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction was included by Its scorecard."
rnn,passive,matched,6649,2,They don't want to lower costs. ,(Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.,Costs was reduced by it.
rnn,passive,matched,6670,0,For two hundred dollars he brought it to my home and set it up.,and he's an engineer so he even came over and set it up for me and had it running for like two hundred dollars so i thought that,That was thought by i.
rnn,passive,matched,6740,0,We need men to help us spike the river.,We will also need any able bodied men to help us spike the river.,Any able bodied men was needed by We.
rnn,passive,matched,6769,2,"The historical center is quite new, and rather bland.","For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.","Countless declines, falls, and rebirths was witnessed by it."
rnn,passive,matched,6824,1,Israel was the Jewish populace's only option to escape from the Holocaust.,"During the half-century of its existence, Israel has absorbed approximately 2.5 million Jewish immigrants, displaced persons, refugees, and survivors of the Nazi Holocaust.","Approximately 2.5 million Jewish immigrants, displaced persons, refugees, and survivors of the Nazi Holocaust was absorbed by Israel."
rnn,passive,matched,6932,0,"Fresh products of Irelands seas, rivers, and farms are what New Irish Cuisine is built upon.  ","Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.",International restaurants galore was had by Dublin.
rnn,passive,matched,7355,0,GAO evaluators should not have much more difficulty with the chain of evidence.,"While documenting the basis for judgments can be more difficult than documenting nonjudgmental information, overall the chain of evidence or audit trail techniques should not pose any greater difficulty for GAO evaluators than our documentation procedures for other evaluation methods.",Any greater difficulty for GAO evaluators than our documentation procedures for other evaluation methods was posed by overall the chain of evidence or audit trail techniques.
rnn,passive,matched,7480,0,You can design your own plate or whole dinner service in Hong Kong.,"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.","A plate, or even a whole dinner service, was had by you."
rnn,passive,mismatched,7523,0,"You got information yet, United 93?"," United nine three, have you got information on that yet?",Information on that was got by you?
rnn,passive,mismatched,7695,1,You did better at your assignment than anyone else.,You did a really good job.,A really good job was done by You.
rnn,passive,mismatched,7926,1,Thirty-seven passengers including the hijackers boarded the plan that hit the World Trade Center.,"Thirty-seven passengers, including the hijackers, boarded the plane.","The plane was boarded by Thirty - seven passengers , including the hijackers ,."
rnn,passive,mismatched,8623,0,I am very fond of this area and I prefer to live close to my family.,"Um, I like this area a whole lot and it's, it's growing so much and I just want to be near my family so I can take care of them whenever they get older.",This area was liked by I.
rnn,passive,mismatched,8823,0,FAA control centers get information without necessarily sharing it with other centers.,FAA Control Centers often receive information and make operational decisions independently of one another.,Information was received by FAA Control Centers.
rnn,passive,mismatched,8837,0,"The law school received only $18,114 in matching gifts in the year 1990.","In 1990, the law school received only $18,114 in matching gifts from 15 companies.","Only $18,114 in matching gifts from 15 companies was received by the law school."
rnn,passive,mismatched,8868,0,Would the cold climate not bother you?,"It won't bother you, the cold weather and stuff?","You, the cold weather and stuff was bothered by It?"
rnn,passive,mismatched,9206,0,The takeover began less than an hour after takeoff.,They initiated their cockpit takeover within 30 minutes of takeoff.,Their cockpit takeover was initiated by They.
rnn,passive,mismatched,9353,0,You composed this totally on your own.,You wrote this out all by yourself.,This was written by You.
rnn,passive,mismatched,9553,0,We have given quality education and continue to improve. ,"We have provided throughout the years quality legal education, and we are continuing to improve.",Quality legal education was provided by We.
rnn,passive,mismatched,9607,2,We are not in a position to help them through their hardships.,"We'll welcome their call and do our best to help them through the difficult time, so they can get on with their lives.",Their call was welcomed by We.
rnn,passive,mismatched,9620,0,The bonded progenitor of Scottish kings will be eliminated by the black agents.,"Yes, Night will devour Day, but Macbeth's significant meaning here  under cover of darkness'in reckless defiance of weird authority'he will have his black agents eliminate the bonded progenitor of Scottish kings, along with his only progeny.",Day was devoured by Night.
rnn,passive,mismatched,10075,0,Fighter aircraft were authorized to engage the plane.,The Vice President authorized fighter aircraft to engage the inbound plane.,Fighter aircraft was authorized by the Vice President.
rnn,passive,mismatched,10226,1,No other part was anywhere near as impressive as the one where things were produced out of nothing. ,"Uh, I loved the part where they would, you know, make things out of nothing.","The part where they would, you know, make things out of nothing was loved by I."
rnn,passive,mismatched,10245,0,Please give a gift to Herron School of Art for the end of the year.,As you review the gifts you've made this year I please consider a year-end gift to Herron School of Art.,A year-end gift was considered by I.
rnn,passive,mismatched,10656,2,We don't need to go to our alumni for financial aid in order to accomplish this goal.,We cannot accomplish this goal without the financial help of our alumni and friends.,This goal was accomplished by We.
rnn,passive,mismatched,10798,0,We can easily purchase laptop computers that are greater than previous computers.,Today we can readily buy lap-top computers with data storage capacity far greater than that entire IBM factory could have offered.,Lap-top computers with data storage capacity far greater than that entire IBM factory was bought by we.
rnn,passive,mismatched,10982,0,Steps are taken by the United Way of Central Indiana to ensure efficiency.,United Way of Central Indiana adds value by doing research and follow-up to make sure that the most important needs are being met in the most efficient way.,Value was added by United Way of Central Indiana.
rnn,passive,mismatched,11124,2,"Just like state, it will not be able to provide the flexibility that IUPUI needs.",It will provide the flexibility IUPUI needs that state appropriations cannot.,The flexibility IUPUI needs that state appropriations cannot was provided by It.
rnn,passive,mismatched,11449,0,His headquarters were in Jersey City. ,"From his headquarters in Jersey City, he distributed messages calling for the murder of unbelievers.",Messages calling for the murder of unbelievers was distributed by he.
rnn,passive,mismatched,11751,1,The distributor could potentially lose out due to this method.,"And, instead of providing an open-ended guarantee on prices to its distributors, the company would guarantee the price for only two weeks after purchase by the distributor, refusing to take back computers unless they malfunctioned.",The price was guaranteed by the company.
rnn,passive,mismatched,12101,0,RHD has the hard evidence at hand,"On the other hand, I do not have the hard evidence at hand and assume that the RHD does.",The hard evidence at hand was had by I.
rnn,passive,mismatched,12253,0,Do you have any recollection of what sort of stuff were your initial reading materials?,"Um, what kind of things did you remember reading when you started to read?",What kind of things was remembered by you?
rnn,passive,mismatched,12308,2,We stayed together until the present day.,"So anyway, so we, uh, got some response and, and kind of adjusted things, but after, uh, after a while we kind of went our separate ways.",Some response was got by we.
rnn,passive,mismatched,12316,0,There will be a reception for Century Club members during the Indiana Dental Association meeting.,We will host a reception for Century Club members during the Indiana Dental Association meeting in Indianapolis.,A reception for Century Club members was hosted by We.
rnn,passive,mismatched,12443,0,Manuel Torres is an Andalusian artist.,"He quotes an Andalusian artist, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has black sounds has duende ').","As having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (` was quoted by He."
rnn,passive,mismatched,12448,0,That thing cannot damage you., It can't hurt you.,You was hurt by   It.
rnn,passive,mismatched,12683,2,She lived in a pig sty and did nothing to tidy up ever.,"Um, she always kept all her bills and expenses at an absolute minimum ran everything very efficiently kept an extremely tidy house uh.",All her bills and expenses was kept by she.
rnn,passive,mismatched,12909,0,Are you really fast with numbers?,You do numbers real fast?,Numbers was done by You?
rnn,passive,mismatched,13032,0,The possibility remained that were were a resource to be used by al Qaeda.,"Nevertheless, they constituted a potential resource for al Qaeda.",A potential resource for al Qaeda was constituted by they.
rnn,passive,mismatched,13043,0,A woman who makes contributions from time to time sent a note to us here at the Salvation Army.,The Salvation Army received a note not long ago from a woman who makes contributions to our programs from time to time.,A note was received by the Salvation Army.
rnn,passive,mismatched,13108,0,To permanently recognize Dr. Steven Bricker we made a scholarship endowment. ,We have created a scholarship endowment which will permanently recognize Dr. Steven Bricker's contributions to our school and profession.,A scholarship endowment which will permanently recognize Dr. Steven Bricker's contributions to our school and profession was created by We.
rnn,passive,mismatched,13270,0,The news that two aircraft had slammed into the World Trade Center became available to the passengers.,"They enabled the passengers to gain critical information, including the news that two aircraft had slammed into the World Trade Center.",The passengers was enabled by They.
rnn,passive,mismatched,13282,0,We never waste any money.,And we don't waste money.,Money was wasted by we.
rnn,passive,mismatched,13384,0,The report stated that American 11 is still in the air and heading towards Washington.,"I just had a report that American 11 is still in the air, and it's on its way towards-heading towards Washington.",A report that American 11 is still in the air was had by I.
rnn,passive,mismatched,13589,1,A sprite is a tricky ghost.,"It has the original meaning, a `sprite or hobgoblin that plays tricks, especially at night in people's houses; a poltergeist.","The original meaning, a `sprite or hobgoblin that plays tricks, was had by It has the original meaning , a ` sprite or hobgoblin that plays tricks , especially at night in people 's houses ; a poltergeist."
rnn,passive,mismatched,13770,2,"You should feel at liberty to move around as you like,","If you try to make any moves, you'll endanger yourself and the airplane.",Yourself and the airplane was endangered by you.
rnn,passive,mismatched,14022,0,We were outside before ten o'clock.,We were putting siding on her house and beat on the door nobody comes to the door it's summertime everybody sleeping until 10:00.,Siding was put by We.
